run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v4_B_extension_yescale_20260729T105537976592,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,extension,E07_paper_scan_template_plus_arxiv,False,wrong_tool,,papers|policy,papers|policy,True,True,True,
v4_B_extension_yescale_20260729T105537976592,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,extension,E08_specific_url_not_arxiv,False,wrong_tool,,fetch|policy,fetch|policy,True,True,True,
v4_B_extension_yescale_20260729T105537976592,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,extension,E09_two_links_parallel,False,wrong_tool,,fetch|fetch,fetch|fetch,True,True,True,
v4_B_extension_yescale_20260729T105537976592,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,extension,E10_arxiv_research_search,False,wrong_tool,,papers,papers,True,True,True,
v4_B_group_yescale_20260729T105643069266,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,group,G01_weather_routing,False,wrong_tool,,weather,weather,True,True,True,
v4_B_group_yescale_20260729T105643069266,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,group,G02_currency_args,False,wrong_arg_value,,currency,currency,True,True,True,
v4_B_group_yescale_20260729T105643069266,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,group,G03_out_of_scope_creative,False,out_of_scope,,no_tool,,True,True,True,
v4_B_group_yescale_20260729T105643069266,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,group,G04_capability_question_no_tool,False,unnecessary_tool,,no_tool,,True,True,True,
v4_B_group_yescale_20260729T105643069266,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,group,G05_confirm_before_send_crypto,False,wrong_boundary,,clarify,clarify,True,True,True,
v4_B_group_yescale_20260729T105643069266,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,group,G06_clarify_then_location,True,missing_info,,weather,weather,True,True,True,
v4_B_group_yescale_20260729T105643069266,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,group,G07_correction_currency,True,wrong_arg_value,,currency,currency,True,True,True,
v4_B_group_yescale_20260729T105643069266,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,group,G08_carryover_crypto_currency,True,wrong_arg_value,,crypto,crypto,True,True,True,
v4_B_group_yescale_20260729T105643069266,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,group,G09_switch_crypto_to_news,True,wrong_tool,,lookup,lookup,True,True,True,
v4_B_group_yescale_20260729T105643069266,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,group,G10_cancel_midway,True,unnecessary_tool,,no_tool,,True,True,True,
